user_name,rating,review,date,restaurant
LeanneMK,40.0,"Our hotel was right near this location, and we did have breakfast here. It was fast and accurate, considering we ordered 5 breakfast sandwiches with changes to all of them. One person in my family of 5 has a dairy allergy, and they were very...More",February 2015,McDonald's
LeonNoel7,40.0,The McDonald's by Disneyland is very convenient and dependable.  The waits were usual for McDonald's but the prices were higher than usual.,January 2015,McDonald's
Kelly H,40.0,"This was a convenient stop with kids for a quick snack. Predictable and served the purpose well. Located in easy access to our hotel, and open at hours that are needed when in Anaheim.",December 2014,McDonald's
thedoobies,40.0,"Always good, the price and food is predicable, the location for a quick affordable meal can't be beat!",November 2014,McDonald's
shawe1,30.0,"Usual mcdonalds experience, ordered, got food , left .  Restaurant was clean and staff friendly, service was quick but it wasnt busy when we went.",January 2015,McDonald's
duch97,50.0,"Great service even when busy.  Friendly staff, clean bathrooms.  Busy after the fireworks, but always nice and quiet in the morning!!!",December 2014,McDonald's
Sherry D,40.0,"It's Macdonalds, typical. Food is what you expect, not bad at all for kids especially. Good fast service and conveniently located on the way to Disney.",January 2015,McDonald's
JamieM81,40.0,"We wanted a quick stop for food to go.  I always know what they have at McDonald's, no matter where we travel.  Drive thru was busy, but I made it through in a timely matter and my order was correct.  Nice to have it close...More",December 2014,McDonald's
Cindy B,30.0,"We enjoyed having a McDonald's right next to our hotel so we could have a decent inexpensive breakfast before heading to Disneyland.  Egg McMuffins are always good no matter which McDs you are at.  Service was a little slow at the Anaheim location, but otherwise...More",December 2014,McDonald's
Kauaitraveller,40.0,"You can count on McDonald's to be reliable and consistent. We ate there because it was fast and on the way to the park. It gets lined up, but they seemed to do a relatively good job of increasing their staff to deal with the...More",December 2014,McDonald's
PaulBaum,40.0,Stopped here for very convenient coffee and breakfast in the mornings.  Right across the street from DL.,September 2014,McDonald's
Eric C,30.0,"Food sat while they ignored our order until someone remembered to get the drink. Not fast food. 1st time service not bad, but could do better",December 2014,McDonald's
TravelVitoYYC,30.0,"Close to my hotel, I went for a decent cup of coffee. Too bad it was so disorganized in there. I might have cut in front of people but I'll never know. I got my coffee after making my way to the front of the...More",February 2014,McDonald's
david m,40.0,"maccas at Anaheim was our location for a typically good, quick and satisfying meal. good service is a mainstay of maccas both in Australia and as we experienced in Anaheim as well. very polite considering the crowds they have to satisfy consistently and what looked...More",November 2014,McDonald's
Amy G,30.0,"It's a McDonald's, nuff said... Clean, crowded in the morning, but you can't beat the price.  Especially for breakfast and drinks.",November 2014,McDonald's
wendyforrest,40.0,"The food was fresh and enjoyable.  Definitely value for money.  First visit to a McDonalds where food was left over.  The restaurant was clean, staff friendly and obliging.  C'mon McDonalds New Zealand, if you want to sell American food how about visiting this McDonalds and...More",November 2014,McDonald's
Mea37,30.0,"We stopped by McDonalds for breakfast a couple of mornings while visiting Disneyland and we liked that it was so close to the park. There is a lot of seating inside and they keep the interior really clean. May not be fancy, but it's quick...More",November 2014,McDonald's
Crawfs09,40.0,Maccas is a worldwide constant! Always great service at Maccas no matter where you are in the world! Thank goodness for McDonald's Coffee!!,October 2014,McDonald's
NTHS_64,50.0,"Good food and fast, friendly service at the drive thru this morning for my family of four. Love the $1 soft drinks.

Even when this  place is crowded, the service is amazingly efficient.",November 2014,McDonald's
Rick1958,40.0,Great spot for a quick breakfast on your way out for the day and the fee WiFi is an unexpected bonus,October 2014,McDonald's
Kirk_and_Jo-Anne,30.0,"You know what your getting, if you need some Mickey D's for breakfast, lunch or dinner its the exact same as you may have eaten before.  Nothing special here except it is very close to Disneyland just North of the entrance gate.",October 2014,McDonald's
Mike P,40.0,"Very clean, prices were reasonable and not hiked up for being close to the Main Gate of Disneyland.  The Staff was quick to take your order and there was only a few minutes to wait for the food.",October 2014,McDonald's
cyndy66,40.0,"My daughter and I shared the breakfast platter - lots to eat, but even two of us didnt finish it ... everything was good, cleanliness was ok, but we couldnt eat the scrambled eggs because they were a bit rubbery",October 2014,McDonald's
ajtrincado,30.0,"Hard to visit here anymore with the uptick in specialty hamburger joints, but for the price and being close to the park, it suffices when you want to just bring something back to the room and relax without paying too much for it.",October 2014,McDonald's
Aquae,40.0,"Always our favorite and right next door to the Camelot where we stayed. Big lines, but it's across from disney so it's to be expected. Did not receive straws, cream or cutlery in bag, so was difficult to have our coffee/drinks and pancake/egg meals!",September 2014,McDonald's
20tripster14,30.0,Very busy at breakfast time. Food was hot and ready. Kids didn't complain. It was nice to sit outside in the cool weather and watch all the foot traffic going to and from Disneyland.,August 2014,McDonald's
Barbara H,40.0,Menu board selection was smaller than most and they may have had the normal items you are used to seeing in other McDonald's across the country but they weren't listed.  Usually a line but they were pretty fast.,August 2014,McDonald's
Jenan2000,30.0,The one across the street from Disney parks is always crowded. You have to wait for a while to order.,July 2014,McDonald's
FF_Wifey314,20.0,"This is the worse McDonald's I've ever been too. Because it's located across from Disneyland, it's very busy. Always has long lines, never get your order correct, and customer service does not exists here.",April 2014,McDonald's
FMSwanepoel,40.0,Get food into the kids tummies before entering Disney! This helps with not having to wait in queues for food with little ones!,July 2014,McDonald's
cashmana,40.0,"After visiting high priced parks and nearby restaurants, nice to have the option for a low-cost meal...service was good, restaurant was extremely busy, clean, well-staffed, polite staff, good choice - nice to get a large drink for under $2.00.",August 2014,McDonald's
Guadalupe A,20.0,Ive never seen a mcds so dis organized the manager was getting frustrated at her self I guess cause all the other employees were doing something. so I was waiting in line where the manager was taking the orders. Then she walks away and has...More,August 2014,McDonald's
mertomss,30.0,"It was a typical McDonalds that you would get anywhere around the world. They were always over busy but seemd to deal with the crowd pretty well, having a good system. The food wasn't as good a quality as we have in Australia but served...More",April 2014,McDonald's
Lucia L,40.0,It's not a place I hunt out to eat at specifically but this one is open 24 hrs and was on the way back to our hotel.  The cold drinks and ice cream sundaes were a fab snack/cool down after a day at Disney. Given...More,July 2014,McDonald's
traveldemon11_11,40.0,"The prices were really good for the location, fast and efficient.  We stopped in before heading to Disneyland park.",August 2014,McDonald's
TheJKsfamily,40.0,"food was good and hot,  it was quite busy after midnight when Disneyland park closes. Has a lot of options for everyone at a fraction of the price of restaurants.",August 2014,McDonald's
105cheryls,40.0,A typical McDonalds which was clean but crowded. The only thing that made this McDonalds stand out was the assistance they gave to a blind person.  We observed the staff member advising the blind boy that if he would like to sit down they would...More,May 2014,McDonald's
PH2003,30.0,I found this McDonald's to be pretty convenient while staying at the Anaheim Fairfield Inn. On my way to the park gates I would often stop on the way for some breakfast and it is a lot cheaper option than eating inside the parks. There...More,February 2014,McDonald's
CeciliaB784,30.0,"McDonald’s is McDonald’s so I think we all know what to expect there, the food was the same as anywhere else.  We came here to save some money after spending a lot on other meals and in the park.  The location is very convenient if...More",May 2014,McDonald's
Mic4,30.0,"It's your average mcdonalds so you should know what to expect. However, it's close to disneyland and has lines like Disneyland. We skipped getting breakfast here one morning because of the lines. We did get dinner once and When my food was ordered, I waited...More",May 2014,McDonald's
HiLuLu,30.0,"Just your average Mickey D's! Their service was a little slow, and he tried to charge me for a water cup - but the food was up to par.",April 2014,McDonald's
DL9022,40.0,This McDonalds is very close to Disneyland - within walking distance of the main entrance and all the S. Harbor motels.  Does come in handy if you want a quick cheap meal.  Typical McDonalds food and setting.,April 2014,McDonald's
Michayne,30.0,"Not too much more to say - note to Canadians with little ones - they don't have grilled cheese... and be prepared to figure out cream and sugar ratios for coffee, because they don't graduate it like at home. McChicken is spicy, and they offer...More",March 2014,McDonald's
Adam4607,30.0,Anyone who's eaten at McDonalds can tell you that there's nothing special about the food but it can save a lot of money to stuff your backpack with dollar menu items before going into Disneyland. It's also great for snacks to keep in the hotel...More,February 2014,McDonald's
my4sweets,50.0,We went to this McDonald twice while staying at the Park Vue Inn on Harbor Blvd. we came out of World of Color in CA Adventure around 9pm and wanted something sweet....cookies! We couldn't find anything in Downtown Disney unless we wanted to sit down...More,February 2014,McDonald's
ladybug80017,40.0,"It is a tad bit higher priced than most McDonalds, but still very cheap compared to inside Disneyland.",February 2014,McDonald's
mariard,30.0,"On our walk back/forth to our hotel from Disneyland.  It was a nice, fast option for breakfast with oatmeal and egg white delights.  It was nice to know it was open 24 hours and near our hotel if we needed it.",January 2014,McDonald's
momtravelswith3,40.0,"Very clean, friendly and quick service.  Lots of menu choices. Great value for a family! Easy walk from Disneyland Park.  Very large inside with lots of tables.",January 2014,McDonald's
Paula M,40.0,If your kids won't eat at the park this is a place they will mostly eat and it is right near all the hotels,December 2013,McDonald's
dadstrength,30.0,"I wanted a McRib at 1130pm...thats when a Mcdonalds is handy.  Why even review a McDonalds? Because so many people said they came here for cheap eats when DL is busting their wallet.  Watch your order, compare it to the good food in DL and...More",November 2013,McDonald's
Sanah54,30.0,"It was on the way home, prices are similar to home and food is as expected.  It was late and a bit crowded but overall glad it was open.",January 2014,McDonald's
JackOfAl1,40.0,This is a great McD's.  They are almost always busy so you know the food is fresh.  They have Diet Dr. Pepper so this is a preferred McD's for me.  The counter can be slow at times due to the volume of customers especially first...More,January 2014,McDonald's
Christina C,50.0,"My advice is to arrive around 8:15, no later than 8:30 to beat the Disneyland crowd. Park opened at 9am so by 8:30 we had already gotten our food and the lines we LONG! There is PLENTY of room to sit so that was not...More",December 2013,McDonald's
Yvilla78,30.0,"Very busy McDonalds...but make sure you watch your order.  I ordered the 3 pancake plate, and the girl charged me for THREE pancake plates.  (I just gave the extras to family) not worth going back up to the counter for a refund, it is always...More",July 2013,McDonald's
Kelly B,30.0,"Very average. Not the most cleanest environments but after a very long day, feeling very tired and hungry - is was the quickest option to be fed and go to bed.",January 2013,McDonald's
NeerajVic,40.0,"Busy,most of the time especially after 7pm. We had a good view of night fire work from outside this McDonald's.",October 2013,McDonald's
JessicaDPDX,40.0,"Affordable option when the Disney prices are busting the wallet.  Relatively slow line, but that was to be expected in the morning when across the street from Disneyland.  Will be back again.",October 2013,McDonald's
Colliemom7,30.0,"It's a McD's so you know what you're getting before you go in.  Our problem was that the line to take our order was as slow as Christmas.  Plenty more room for more workers, just not staffed.  The line to order was 7-8 people long....More",October 2013,McDonald's
Karex72,30.0,"Restaurant was clean, food was just what you would expect -- hey, it's McDonald's!  At least they didn't jack up the prices like some other well-know restaurants did just because they were in close proximity to Disneyland!",October 2013,McDonald's
welingtonanna,50.0,"Staff here are always friendly. Considering it is so busy, it is always reasonably clean and tidy.  Open 24 hours. Always good in an area such as this.  Free refills always a bonus.",October 2013,McDonald's
Lv2otrval,40.0,"For a lot of people with large families or little ones, McDonalds is always a place to eat and pay a lot cheaper than if you ate inside Disneyland.  For Howard Johnson's, Fairfiled Inn, Camelot Inn and Suites, Carousel Inn, Tropicana, McDonalds is within a...More",March 2013,McDonald's
mak l,20.0,"If you haven't been to McDonalds, you might live on Mars.  McDonalds food is cheap but typically not healthy.  It's ""M'ehh"" food.  Quality is low but food is cheap.",October 2013,McDonald's
991jeffh,20.0,In a strip of eateries which are in constant competition with each other near Disneyland it is amazing that McDonalds seemed satisfied having customers line up for over 15 minutes to be served on both our visits. The first night we waited over 20 minutes...More,September 2013,McDonald's
nwfireguy,40.0,"When you are staying near Disney, there aren't alot of fast food options around. It's McDonald's. What more needs to be said.",September 2013,McDonald's
Jazvrx,20.0,"such slow service when not many customers. Not sure what was going on here, not a McDonalds standard at all :(",May 2013,McDonald's
Barb125,40.0,This restaurant was next to our hotel and right across the street from Disneyland.  We ate one of our meals there each day.  There are plenty of seats and the service is quick.,September 2013,McDonald's
elstoleno,40.0,"Probably the cleanest McDonalds i've ever been too, it does get busy but staff work their hardest to serve people quickly and give them the correct order.",August 2013,McDonald's
Boakma,30.0,"very busy Mcdonalds around meals time and expect a longish wait each time. Once you finally have your order taken, they take no time to get it for you. The site was average for being clean.",July 2013,McDonald's
MEAGAN R,20.0,"They are cashing in on Disney being so close. They have no dollar choices, the food is not the greatest, the service is slow, and they overcharge for everything else on the menu.",August 2013,McDonald's
Lynleyfish,40.0,"We tend to visit after a day at Disney. Sometimes the service can be slow, but overall, it's the usual McD's experience. If you don't want a combo, they have $1 cheeseburgers (not on their menu boards). We have a few of those to fill...More",August 2013,McDonald's
mclbkl_1964,30.0,"We dropped in on a Sunday for breakfast and having frequented many McDonald's over the years it wasn't extraordinarily busy. In fact as a result of this particular restaurants location, one would think they would have handling a crowd down to an art. 5 orders...More",August 2013,McDonald's
CanadaPaco,40.0,"We had breakfast here twice before heading to Disenyland. Each morning, we were there quite early, around 6:45. Our wait time was minimal and service was fairly quick. But as lines developed things slowed down. Just plan ahead and go eartly. Check your order so...More",August 2013,McDonald's
994cindyt,50.0,"always good varieties to choose from any time of the day or night. loves those chicken snack wraps, chicken mcnuggets",August 2013,McDonald's
MelCqt,30.0,We got frozen coffee's since it was really hot! Best bang for te buck! You always know a happy meal will please your little ones!,August 2013,McDonald's
ScottFtMcM,30.0,"If you want cheap ice cream after Disney, hold off from buying in the park and get outside to this McDonald's. Cheap, clean and typical Mcd's food!",July 2013,McDonald's
davidson168,40.0,Great having a McDonald's so close to our hotel and Disneyland. Loaded up on Monopoly pieces during our stay in Anaheim. Staff was okay.,July 2013,McDonald's
JW1210,50.0,Great location. Service was good. A little slow at times with the crowds! Order was always right though!,July 2013,McDonald's
Lynda T,40.0,"Great wrap, fast, grill chicken, lecture, tomatoes… Since this restaurant in right in the main walk way to Disneyland you can order then bring back to the park, very easy in the pocket and much healthy lunch!",July 2013,McDonald's
FloridaBoi07,30.0,"If you eat here, you know what your getting.  Service was quick even late at night.  We stopped after a night at Trader Sam's Enchanted Tiki Bar and it did the trick.",September 2012,McDonald's
mrscleo,50.0,The McDonalds we visited is practically across the street from the entrance to the Disney parks.  If you are looking for a quick meal in a nice clean location this is the place to go.,July 2013,McDonald's
Traxxer,40.0,"With so many people going in and out from nearby, the place was clean and organized.  Good job to all the staff!",July 2013,McDonald's
dentistmom,20.0,Surprised at the slow service. Saw some guy take a wiz on the front bushes at night. Skip this place.,June 2013,McDonald's
Graham F,30.0,McD's needs to open more cash registers at this location or at least have the existing 4 or 5 staffed during rushes.,July 2013,McDonald's
Bobbi S,40.0,"This place is so busy in the mornings and understandably so. They were extremely fast the first day and amazed me by having the order for my family of 4 out within a few minutes. The second day however, it took closer to 20 minutes....More",July 2013,McDonald's
Bob836,50.0,The service was normal for McDonald's.  Our two ten-year-old boys enjoyed the PlayPlace.  We went for breakfast each morning before going to Disneyland or the beach.  We all loved it!,June 2013,McDonald's
Lane C,40.0,"Restaurant is clean and convenient.  Service is friendly and fast. I had trouble getting our double stroller in the door, but another customer held the second door for me.",May 2013,McDonald's
Libs77,40.0,We Had breakfest at McDonalds on one of the mornings we stayed in Anaheim. It was enjoyable and tasty and most of all affordable. My wife and i had it as a quick option prior too checking out of our hotel which was nearby. We...More,May 2013,McDonald's
39sheilaH,20.0,the restaurant was busy but about average amount of customers for a McDonalds.  the service was very slow.  Decided not to order due to the length of the wait.,May 2013,McDonald's
elviraModesto,40.0,"This McDonald's is very busy due to it's location & affordability for families.  Although I rarely eat in fast food restaurants, the yogurt & oatmeal offers at breakfast were good.  Service was relatively fast.  Tables were cleaned regularly.  Staff was friendly.",May 2013,McDonald's
bspread,30.0,McDonalds on Harbor was priced the same as off the strip! They were fast and friendly.  Went there many times during my stay.,May 2013,McDonald's
Christine L,40.0,"This has to be one of their busiest restaurants! we did have a few short waits, but the food was always hot. Manager and staff were in the lobby regularly. always Clean. We werer in Anaheim for 8 nights and probably ate 5 or 6...More",May 2013,McDonald's
preciouspinkxxx,30.0,"SInce this MCD's is right outside the park, the prices are higher than the average McDonalds. My Iced Coffee was 30 cents for here than 2 exits over. Just sayin'...",August 2012,McDonald's
Capi_12,50.0,"Found out what other reviewers said is true:  our picky 9 year old was happier with the choices at McDonald's for a fraction of the price of the food choices in Disneyland.  

Adults choose from the three grilled chicken salads types for early dinner: Sweet...More",May 2013,McDonald's
J-ME-19,50.0,"Ate here many times during our trip to DL. It's the same good, cheap food you get at any McDonalds around the country. After reading several other reviews, I was expecting the prices to be gougingly high. Not so. Most things were only about 20...More",May 2013,McDonald's
Portia123Hawaii,50.0,"This is a very busy McDonalds, but surprisingly the place was clean and the service was prompt and friendly.",April 2013,McDonald's
Bull134,10.0,"You would think a store near Disneyland would run a pretty well oiled operation, well think again. When we visited they had three registers open, lines were 10 deep, and I think they had more staff working than people in the store. More than half...More",April 2013,McDonald's
xxtrasafe,40.0,Close to Disney and a good place to get a reasonable breakfast before heading into Disneyland and park food prices.,April 2013,McDonald's
danceswithjack,40.0,Fast service. Order correct. Open 24 hours. Large dining room. Great place to stop before or after Disney.,March 2013,McDonald's
Devona35,50.0,"We ate here a couple times during stay this location was a block and a half from the Tropicana where we were staying. Food was good for a McDonalds. The chicken was great, kids loved smoothies. I loved it was quick and reasonably priced for...More",October 2012,McDonald's
Lisa A,30.0,"We had to pass McD's every day during our walk to and from our hotel/Disney so we decided to stop in for a bit of a late dinner one night.

The restaurant was under renovations and was not as clean as I was used to...More",September 2012,McDonald's
terryhbk,50.0,Everything in the area is sooo expensive. It is always nice to see McDonald's because the have a little bit of everything now and at a reasonable price. It is always really busy but the food is always fresh and hot. Also nice place to...More,October 2012,McDonald's
Awatea T,30.0,"It was okay. Eating there was interesting watching the people, but it wasn't anything special.  It was cheap.",February 2013,McDonald's
kdadman,50.0,"but double check your order before you leave the counter.

The Deluxe Breakfast for about $4.50 is the best value on the menu in my opinion.

For the traffic this place sees, they keep it very clean!",March 2013,McDonald's
kegs605,40.0,"good for breakfast and cheap, good for fast meal but very busy so the lines are long, but the staff are friendly and the place is clean",March 2013,McDonald's
twelveofus,50.0,"Always found McDonalds to be very clean and friendly.good value food, been early risers it was great to stroll up here for there beautiful coffee",October 2012,McDonald's
Jack F,40.0,"Clean, fast, helpful staff, busy place, close to the hotel, kids always like McDonald's, good for a quick breakfast before going to the park",February 2013,McDonald's
Johnny_Ringo_1850,30.0,"Good food, but the brand is over-rated. At this particular location, the dining room usually has the ambience of a high school cafeteria. But that's fitting, because this location seems to be run by high school kids. Customer service is about the same as you'd...expect at a high school car wash. Sincere and generally ineffective.

You're this close to Chick-fil-A and a bunch of other good restaurants. Why not take the two-minute walk and go somewhere else nearby. Unless you're in high school or really miss high school.More",October 2019,In-N-Out Burger
SMFirstTrip,50.0,One of the best burgers I have while I was there...Delicious and value for money...good service and ample space..drive thru is also available....,January 2019,In-N-Out Burger
Nomad61793695601,30.0,"Not as good as other In and Outs, but it was ok. Burgers were pretty good, but fries were ehhh. They seemed kinda soft, not very crispy.",March 2019,In-N-Out Burger
TriCityDude,30.0,"Had to eat at an In-N-Out again, but was overall disappointed. Perhaps it just wasn’t as good as the first time.

Burgers were good and juicy.
My fries were hot and thicker than any other fast food joint. Animal fries (fries with thousand island and...cooked onions) came disappointingly cold and took an extra 5 minutes, and cost extra too.

It was a very busy Saturday night and they were cranking out the food. We did eat in, though lucky to find seats. 

Limited menu. It’s a burger and fries joint. Or a cheeseburger and fries joint. 
Relatively cheap.More",March 2019,In-N-Out Burger
Amy S,50.0,Our out of town guest wanted to try In-N-Out and were not disappointed.  They never hear of animal style so they had to have one and the sauce on the fry's put it over the top.,August 2018,In-N-Out Burger
Wavey-David C,50.0,"I didn't like In-N-Out when I first went in 2015, but I love it now, and living back in Ireland I really miss it!",June 2018,In-N-Out Burger
dven8,40.0,"This is a hamburger place, so don't expect fine dining.  But do expect an excellent hamburger and fries, served quickly and reasonably priced.",December 2017,In-N-Out Burger
Sid k,50.0,"This is my guilty pleasure...I don't eat beef in any moderation any more but hey, you gotta live! I try to get my fill of In-N-Out at least once a month! This is by far the BEST hamburger from any chain place in the world!",October 2017,In-N-Out Burger
carris d,50.0,"Clean restaurant. Good food at a reasonable price. Happy staff. Fast service.
Not too far from LA Quinta motel.",September 2017,In-N-Out Burger
Rhino2525,40.0,"I had heard the legend of In-N-Out franchise for years so decided to give it a try on a recent west coast trip.  It was very good.  Not great, but very good.  Great would have been a little thicker patty but I will say that...More",September 2017,In-N-Out Burger
DannyD34,40.0,"I'm gutted to not award this visit 5 stars. The truth is the fries were disappointing. They tasted like cardboard and even the animal fries portion came out cold. Burgers were great, service too. Almost a perfect visit.",August 2017,In-N-Out Burger
Reginald S,50.0,This in-N-Out is on a busy corner. The drive thru entry is from the side road. There is a lot of parking. The restaurant is very clean. The staff were friendly and the service awesome as always. Restrooms were clean. There is eating areas both...More,July 2017,In-N-Out Burger
deggs,50.0,This location is in a very busy area.  Go around the corner for drive thru service.  Best hamburgers for a great price.,May 2017,In-N-Out Burger
WilderNomad,50.0,"In n Out burgers are legendary! As a vegetarian, I always get the ""grilled cheese"" which is really a full cheeseburger without the meat. the buns are fresh, the fries are fabulous and the staff is always polite and friendly. A solid all American meal!",February 2017,In-N-Out Burger
Don H,50.0,One of the newest locations just off the I-405 freeway at Harbor Blvd. Not far from John Wayne airport. Limited parking but of course a speedy drive-thru. Typical excellent In-n-Out classic burgers and fries.,February 2017,In-N-Out Burger
Fabio T,50.0,"When in California you must go to In-N-Out !!!!!
It is a CA destination for those of us that live somewhere else!
The best burger and fresh fries.
The menu never changes with the same few items as forever, but the great taste never changes...More",January 2017,In-N-Out Burger
ladeet2014,40.0,"If you come to Cali, you've got to try an In and Our Burger at least once. Very aromatic when they're coming straight off the grill; it was good but honestly, I felt like I could achieve this at home by adding a thousand island...More",November 2016,In-N-Out Burger
adamlin72,50.0,"There is not too much more that can be said about these awesome burgers. The menu is simple, only three different styles and the fries are so fresh. Definitely bypass a soda and go for a shake. They are just like the ones our parents...More",December 2016,In-N-Out Burger
scot0610,50.0,"As fast as our plane touched down from the east coast, at LAX, I was craving a in and out burger.  We located one near our hotel.  This was not my first visit to in and out, but was my sons first.  He was hooked...More",September 2016,In-N-Out Burger
Easygoingtravel,30.0,I could have made a better cheeseburger myself. Disappointed with the quality of the food. The line was too long for what I got.,June 2016,In-N-Out Burger
672aarons,50.0,What can anyone say bad about in and out?  Place is old fashioned but the food is great. See you soon.,May 2016,In-N-Out Burger
Shnoogie,50.0,"Recently visited Orange County and needed to do something authentically California. being from the east coast, we don't have many options like In-N-Out, so this was a treat. The service was great and the burger was fantastic.  The fries were alright but I was in...More",August 2016,In-N-Out Burger
FineDinerPatty,50.0,This In N Out is excellent for motorists in that it's visible from the 405 freeway.  Exit Harbor; go south.  Be prepared to wait a short while -- I've never seen this location without a line!,July 2016,In-N-Out Burger
Amy F,50.0,"For some reason, eating at an In-N-Out Burger was on my daughter's list of things to do when we visited California.  I'm glad it was.  The service was fast and the burgers were very tasty.",June 2016,In-N-Out Burger
317brendaz,40.0,"loved it. minimized menu helped the kitchen go very fast. great fries!! Right beside our hotel as well, bonus!",August 2015,In-N-Out Burger
jim30122,50.0,It's a shame I have to travel from Georgia all the way to California just so I can eat a great hamburger like In-N-Out.  Every single time I go there it is always exactly the same terrific quality.  You can certainly get addicted to this...More,May 2016,In-N-Out Burger
panamint-bob,50.0,"In and Out is always great.  If you are traveling through and have never been to an In and Out, you have to try it.  Burgers taste fresh and delicious.  Fries are freshly cut (you can watch them cut them through the window).  Check out...More",May 2016,In-N-Out Burger
Lee D,50.0,"There is never a bad time or good excuse not to go to In-n-Out.  For until you understand that, the experience is wasted.  If you go there for a burger, fries and a Coke; don't bother. Embrace your inner beast  and order a double double...More",February 2016,In-N-Out Burger
mrhover,40.0,"This location has no indoor seating. There are a few outdoor tables but be prepared to eat in your car or to do take away.  It's a good burger with only average fries to me. It's similar in quality to five guys, elevation burger etc....More",February 2016,In-N-Out Burger
Tom F,50.0,"Getting a burger, fry, and shake at In N Out is a must whenever I visit Southern California. Get the Animal and you won't be disappointed.",February 2016,In-N-Out Burger
672aarons,50.0,Wow. This is the first time that I have ever been to a in and out. Well I must say that they are great. I had the double double with fries. Burger was cooked to perfection and the toppings were great. I will return when...More,January 2016,In-N-Out Burger
maryrY2992QN,40.0,"Every time I come to see my daughter in California, I always make a stop at "" in & out Burger. It's always good chow that never disappoints.",December 2015,In-N-Out Burger
ladybug5,40.0,This in n out is always busy. The service however is fast and the food is hot made to order and good,November 2015,In-N-Out Burger
Bob G,50.0,"Love In-and-Out so whenever flying into SoCal (4 times a year) it is my off-the-plane first stop!  This site was run smoothly, very clean and fun to enjoy a double-double animal style and relish the good life!",November 2015,In-N-Out Burger
Carmen V,50.0,Best burger in the West coast. And quick service with a smile. Fresh fries being peeled all day long. Cant wait to go back.,October 2015,In-N-Out Burger
Martin B,40.0,This is one of the many great In-N-Out Burger restaurants. consitant and good junk/comfort food. Unique West Coast Burgers.,September 2015,In-N-Out Burger
mcnamak,40.0,Like a little extra of everything with grilled onions? Order the monster burger. Truly great burgers. The line gets long but these are fast so the wait isn't as long as it looks.,October 2015,In-N-Out Burger
daveholden,50.0,"How does a place get hamburgers so right!? The burgers are so simple… Yet perfect in flavor! You simply cannot find a better burger… Others may make a fancier burger piled with a bunch of stuff… But, this is the purest great burger of all…",September 2015,In-N-Out Burger
ChrisD88888,50.0,This In N Out is the freshest and cheapest food in the South Coast area. You won't find anything of better quality for the price around here. I come here every so often and find that this location is always clean and the employees are...More,June 2015,In-N-Out Burger
therealGinger714,50.0,It had been five years since I had an In N Out burger because I live in the Midwest now. They never disappoint. I love the double double animal style. Try the fries animal style too!,September 2015,In-N-Out Burger
DMFJ,50.0,You can never go wrong with In N Out! I frequent this place a lot. The menu is simple and clear. The secret menu is on point. I always get a double double grilled onion with chopped chilis and my bread extra toasty. I also...More,August 2015,In-N-Out Burger
Shaynes704,50.0,"As someone that does not live in CA, In-N-Out Burger is a treat! By far the best burger for the money and the convenience!  I think that it is better than Habit,  5 Guys and the rest of the chains!

Double Double with Fries and...More",July 2015,In-N-Out Burger
BobbyStudd,40.0,"Its good but not stunning. Would I go again? Yes. Would I consider it top 5, no. Definitely worth going to but not something special.",July 2015,In-N-Out Burger
Bob b,30.0,On a road trip and stopped for lunch here. I got the double-double and it was kind of small. Can't compare to Five Guys which is far better. Service was OK and the fries were sub-par. I expected better due to reviews of others.,June 2015,In-N-Out Burger
Lloyd K,50.0,"Being from out of state we try to stop at IN-N-Out Burger when we are in California. This was the third In-N-Out Burger restaurant on this trip. Food was good (only entrée choice is a burger). Fries were good too.

This store has a double...More",April 2015,In-N-Out Burger
Venita J,40.0,"I like that the burgers are always good, but the fries have a lot to be desired.  We have commented to the corporate office about these fries, but so far no improvement",April 2015,In-N-Out Burger
paxmaac,30.0,"All you ever hear about In N Out is how amazing it is. Its a fast food burger, no better or worse than any other really. Its certainly not head and shoulders better than BK or McDonalds or any of the others, its just a...More",March 2015,In-N-Out Burger
Alan C,30.0,"Cali folks love their In & Out, but it's not as good as Five Guys LOL. I like the milkshakes, and the burger was good, just not great. If you want a burger and fries, it'll get the job done.",January 2015,In-N-Out Burger
BarbDofHB,50.0,"Since the first time we set foot in an In-N-Out Burger, we've NEVER had a bad anything...! Love their menu and their mindset. They do one thing and they do it very well - and - they don't need a lot of extra enticements. No...More",January 2015,In-N-Out Burger
Don M,50.0,"I liked everything, fries and D-Ckoe was also just outstanding.  The service is friendly and fast.  Great location just off the 405 at Harbor.",December 2014,In-N-Out Burger
Lumerian,50.0,Famous on the west coast its a must to stop at In-N-Out. My wife and I love the grilled cheese and fries. Hits the spot when the munchies call. Great service every time.,December 2014,In-N-Out Burger
revmsue,50.0,"For a really good burger in a hurry, this is the place.  We were visiting friends in another town and did not spend much time in Costa Mesa, but it is a pretty place to see.",March 2014,In-N-Out Burger
Karl H,50.0,"Love In-N-Out Burger. The staff in this location are super friendly and efficient. Love the a Double a Double Burger, just sooooo delicious. The fries are okay, not the best around but still nice. Shakes are good as well. Never have to wait longer than...More",June 2014,In-N-Out Burger
Tom F,40.0,"Out of town on business. In-Out burgers are alway a great dinner at a reasonable price. Service was the typical 15 minutes or so of the burger, but worth the wait.",July 2014,In-N-Out Burger
